,author,title,annotation,img_url,book_url,genre
1045,Алена Литвинова,Поймать суженую,"Очень непросто, когда ты проигрываешь в споре. Даже если проиграл лучшему другу и даже если играл на желание. И то, что тебе теперь предстоит участвовать в такой ав...",https://rust.litnet.com/uploads/covers/120/1618146741_39.jpg,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1046,Алёна Нова,Охотница. Яд невинного цветка,"Когда-то в начале времён из соседнего мира в наш пришли Тёмные Князья – Повелители т’аррхаров, чтобы найти пристанище и начать новую жизнь, оставляя позади пр...",https://rust.litnet.com/uploads/covers/120/1592512815_64.jpg,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1047,Анастасия Онишкова,Ведьма,"Досье №231
Имя: Кира Иванова
Специализация: Ведьма
Тип магии: Не определен
Задание: Розыск и ликвидация
Еще вчера Кира даже ничего об этом и не подозревала, но сего...",https://rust.litnet.com/uploads/covers/120/1459597408_.png,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1048,Сиана Ди,Сердце Темного мира,"Что делать, когда твой жених - мерзавец? Покорно смириться или рискнуть? Вот и Тесса решила нарушить запреты того, кто внушает всем ужас. 
Она считала, что готова к ра...",https://rust.litnet.com/uploads/covers/120/1595341810_62.jpg,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1049,Сиана Ди,Академия Предназначений. Битва за трон,"Темный Лорд умеет прощать нарушение его запретов? Проверять это Лере не хотелось, но пришлось. Однако это не самое страшное, что пришлось ей узнать. Империя на грани...",https://rust.litnet.com/uploads/covers/120/1595341354_29.jpg,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1050,Сиана Ди,Академия Предназначений. В поиске регалий,"Попасть в другой мир - веселое приключение? Вот и Лера Цветкова думала так же. Однако водоворот событий быстро унес ее в самую гущу дворцовых интриг, а появившееся п...",https://rust.litnet.com/uploads/covers/120/1572799912_69.png,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1051,Татьяна Зингер,Академия нежити. Кафедра неприятных последствий,"Могла ли я предположить, что на четвертом курсе магического университета:
— начну воскрешать магов;
— поучаствую в революции;
— стану новой страстью могуществен...",https://rust.litnet.com/uploads/covers/120/1526324605_87.jpg,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1052,Юлия Буланова,Темная леди для светлого Лорда,"Что же должно случиться, чтобы обычная девушка оказалась в центре ""ночного"" мира, где помимо обычных людей  живут ведьмы, вампиры и оборотни? Нет, конечно, не такие, к...",https://rust.litnet.com/uploads/covers/120/1717686702_8.jpg,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1053,Лили Каттен,Зов Крови,"-Вы очень надоедливая мисс, которая суёт свой нос в не свое дело, - скривившись ответил хозяин вечера.
-Ну во-первых не мисс, а мадам, а во-вторых вы слишком странный д...",https://rust.litnet.com/uploads/covers/120/1599674586_95.png,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1054,Сиана Ди,Наследники. Осколки мира,"Когда судьба награждает Силой - будь готова стать особенной. 
Когда отказываешь императору Юга - будь готова увидеть свой дом в огне. 
Когда заключаешь союз - будь г...",https://rust.litnet.com/uploads/covers/120/1641832608_75.jpg,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1055,Татьяна Абалова,Встретимся у кромки миров,"Старые друзья съезжаются в дачный поселок на берегу моря. Еще в прошлом году они были подростками, а теперь не узнают друг друга. Мальчики превратились в мужчин, дев...",https://rust.litnet.com/uploads/covers/120/1634147268_0.jpg,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1056,Сиана Ди,Наследники. Восход,"Прежний мир исчез, оставив пепел прошлой жизни. Приняв боль предательства самых близких, Ферие предстоит найти силы бороться дальше. Бороться, чтобы победить того, ...",https://rust.litnet.com/uploads/covers/120/1643824359_82.jpg,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1057,Саша Стивенсон,Демон во мне,"Мне нравится один парень, и по секрету его вижу только я. Нам так хорошо вместе, мы друг друга понимаем с полуслова! Правда наша идиллия долго не длилась. Мы угодили в...",https://rust.litnet.com/uploads/covers/120/1705067978_14.jpg,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1058,MiaDnepr,Тебе к лицу моя любовь,"В жизни обычной, неприметной девушки появляется загадочный поклонник. Никто не знает откуда он и кто он. Но зато все замечают, что все обидчики серой мышки загадочн...",https://rust.litnet.com/uploads/covers/120/1517988168_0.jpg,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1059,"Джо Лин, Витамина Мятная",Любовь К Призраку В Доме На Холме,"#БЕСПЛАТНО, #ЛАВ_СТОРИ, #ХЭ
Получив внезапное наследство, я была вынуждена переехать и поселиться в старинном особняке. Условия завещания оказались подозрительным...",https://rust.litnet.com/uploads/covers/120/1617706071_14.jpg,https://litnet.com/ru/book/provozhaya-dushi-b252254,"Молодежная проза, Молодежная мистика"
1060,Лана Мур ,Беременна по собственному желанию,"БЕСПЛАТНО
Хорошо ли родиться в семье могущественных ведьм? 
Кто-то скажет – еще бы!
А я отвечу – не очень. Потому что кроме огромной силы, я оказалась носительнице...",https://rust.litnet.com/uploads/covers/120/1574163787_84.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1061,Сиана Ди,Проклята на счастье или Ведьма против ректора,"Что будет, если тебя проклянут? Да не чем-нибудь, а чарами, исполняющими пожелания в твой адрес. Что-то хорошее? 
Было бы, если б не один адепт, встречи с которым обора...",https://rust.litnet.com/uploads/covers/120/1617131999_75.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1062,Роза Ветрова,Песок в руке,"Я - самая обыкновенная девушка, скромная и неприметная. А он пришел из ниоткуда, мужчина-загадка. И теперь в моей жизни стали происходить странные события. Рядом с ни...",https://rust.litnet.com/uploads/covers/120/1593761296_27.png,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1063,Янышева Ольга,Медальон Луны 2. Лютая,"КНИГА 2.
Что может предъявить восемнадцатилетняя девочка жёстким устоям сильных, матёрых оборотней, держащих в страхе весь мир? Чужой мир!!!
«Ультиматум!» – мой Вам...",https://rust.litnet.com/uploads/covers/120/1691902298_64.png,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1064,Анастасия Медведева,Они странные,"Их называют уникумами. Их делят на три подвида: агрессоры, пассивы и хамелеоны. Их находят, где бы они ни прятались, и привозят в Дом. Их обучают использовать свою сил...",https://rust.litnet.com/uploads/covers/120/1686738875_11.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1065,"Лена Сокол, Леа Стенберг",Тайны Реннвинда: Поцелуй ночи,"""Новые сумерки по-скандинавски...""
__

Нея всегда знала, что нельзя влюбляться. «ТЕБЯ УБЬЕТ ЛЮБОВЬ» - так было предсказано ей ещё в детстве.
Но возвращение на...",https://rust.litnet.com/uploads/covers/120/1741250757_89.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1066,Ольга Малашкина,Три смерти и Даша,"Что делать, если тебя хочет удочерить семья смертей, а у тебя совсем другие планы?...",https://rust.litnet.com/uploads/covers/120/1438941885_.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1067,Линда Тарковская,"Вышла замуж за уборщика, а он оказался...","- Я тебя не хочу.
- А чего тогда прижался? - спрашиваю я, закусив губу. 
- Надо изображать влюбленную пару, забыла?  
- Что хотел из низов вылезти, в самые верхи? - шепч...",https://rust.litnet.com/uploads/covers/120/1746304716_75.png,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1068,Ксения Капустина,Колдовство по контракту,"Я не ведьма! Я и в магию-то не верила до недавнего времени!

Но все эти оборотни, лешие и дриады с чего-то решили, что я их колдовской породы.

Только вот из-за этого н...",https://rust.litnet.com/uploads/covers/120/1745169860_91.png,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1069,Энди Багира,Песнь вьюги,"Мне было шесть лет, когда родители решили, что я должна умереть. Зима в тот год выдалась суровой. Она пришла снежной пеленой, укрывшей неубранные поля в самом начале ...",https://rust.litnet.com/uploads/covers/120/1741268973_25.png,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1070,"Татьяна Абиссин, Фэй Родис",Босс-вампир хочет жениться,"Закончив вуз, я устроилась на работу в медицинский центр. Мой новый босс умен, красив и всегда готов придти мне на помощь. Я могла бы в него влюбиться, если бы не мой д...",https://rust.litnet.com/uploads/covers/120/1735569264_97.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1071,"Татьяна Абиссин, Фэй Родис",Истинная для одинокого оборотня,"Начинающая писательница Лика едет с подругой в Турцию. Ее ждёт не только море, но и встреча с загадочным мужчиной. Сможет ли Лика принять, что ее избранник - оборотен...",https://rust.litnet.com/uploads/covers/120/1735294878_85.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1072,Анастасия Мандрова,Не стой на ветру,"Распланировать всю свою жизнь?✔
Приехать в Питер, чтобы начать жить самостоятельно вдали от родителей?✔
Хорошо учиться в университете, чтобы потом получить работ...",https://rust.litnet.com/uploads/covers/120/1730821245_83.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1073,Сильвия Лим,Чистое Сердце. Мариэль,"❤️Добро пожаловать в историю, где будет жестоко и порой даже больно❤️

Поставьте ⭐️ сверху, на главной странице , добавляйте в библиотеку и подпишитесь на Авт...",https://rust.litnet.com/uploads/covers/120/1722195540_43.png,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1074,Евгений Ильичев,Ворожей Горин - Зов крови,"Что будет если смешать молодость, трагическую судьбу и фатальное невезение? Всего это с избытком водится в жизни молодого ординатора Гриши Горина. Жизнь его трудна...",https://rust.litnet.com/uploads/covers/120/1719417259_34.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1075,Ася Азарова,Колючка для Серого Волка,"— Я с тобой никуда не поеду!
Мужчина кивнул.

— Да, знаю. Сама, по доброй воле, не поедешь. Ну, так и я не тятенька тебе, чтобы увещевать. Эх, что же ты, блоха, не так...",https://rust.litnet.com/uploads/covers/120/1718390786_39.png,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1076,Сиана Ди,По воле богов,"И благо и кара вершатся по воле богов - так говорят в мире, куда я попала. Мне обещан дар и покровительство Основателя, но за все он назначает цену. Я знаю, чего хочу, н...",https://rust.litnet.com/uploads/covers/120/1715538535_66.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1077,Татьяна Чащина,Хвост в штанах,"Он – убогий зоолог, захудалый ботаник. С большим таким прибабахом. Это он в темноте видит. Вначале я за ним следила, потому что страх – как интересно! А потом поняла, ...",https://rust.litnet.com/uploads/covers/120/1710923097_42.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1078,Кайла Зэт,Счастливчик,"Вечером, я легла спать в общаге своей родной академии, а ночью очутилась в квартире южнокорейской суперзвезды. Как я здесь оказалась? Почему меня никто, кроме него н...",https://rust.litnet.com/uploads/covers/120/1695277567_19.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1079,"Анастасия Кольцова, Ева Рэйн",Предсказанная демону. Академия Даймонд,"Быть безродной сиротой в престижной академии - то ещё испытание. Наглые мажорки стараются унизить, дерзкий одноклассник издевается, пытаясь привлечь моё внимание, ...",https://rust.litnet.com/uploads/covers/120/1694379471_9.jpg,https://litnet.com/ru/book/beremenna-po-sobstvennomu-zhelaniyu-b185622,"Молодежная проза, Молодежная мистика"
1080,Алла Айер,10 дней до лета,"Занудная школьная жизнь резко меняется, когда до лета остается 10 дней....",https://rust.litnet.com/uploads/covers/120/1590019715_47.png,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1081,Анна Ларина,Монстр,Знакомство с загадочной пациенткой обернется кошмаром из прошлого...,https://rust.litnet.com/uploads/covers/120/1589710663_67.jpg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1082,Tanya Brown,Зазеркалье. Моя маленькая смерть,"После трагической случайности в каньоне «Шейди» погибает старшая сестра Кэти. Спустя два года после ее гибели Анастейше начинают сниться кошмары, Кэти мерещится е...",https://rust.litnet.com/uploads/covers/120/1643475042_60.png,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1083,Галина Курдюмова,Студенческие байки,"Никогда не обижайте потусторонние силы, они могут отомстить!. Начиналось всё весело, а потом стало страшно, привычный мир рассыпался, как карточный домик, а на его м...",https://rust.litnet.com/uploads/covers/120/1589553812_76.jpg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1084,Энни Мо,Лисий город,"Альтернативный мир, альтернативная столица без названия. Когда дети из ниоткуда появляются на улицах столицы, им некуда идти по окончании института, кроме как в це...",https://rust.litnet.com/uploads/covers/120/1589303792_71.jpeg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1085,Валерий Проняев,Панацея от вируса,"Пандемия реально зацепила и его самого и семью. Казалось, что мир рушится прямо на глазах. Случайная встреча со старцем изменила не только его судьбу, но и весь мир......",https://rust.litnet.com/uploads/covers/120/1588531628_66.jpg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1086,Liza Larina,Я тебе не по зубам,"Это история о том как я угробила свою жизнь из-за одного очень обаятельного вампира. Жизнь без любимого человека не представляет смысла,даже если она вечная, без лю...",https://rust.litnet.com/uploads/covers/120/1599623427_5.png,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1087,Gelevera Eva,"Миндаль ч.1 ""Театр на воде""","Молодые ребята разбивают палаточный лагерь под мостом через реку Сок, чтобы отдохнуть и заняться джампингом. В первый же вечер главная героиня выясняет, что ее мол...",https://rust.litnet.com/uploads/covers/120/1585999214_22.png,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1088,Заурецкая Вилма,Не оглядывайся назад,"Хотите весёлую историю наполненную ""Радугой и бабочками"" - здесь этого нет. Хотите красавицу героиню, которая без труда справляется со всеми трудностями и к концу р...",https://rust.litnet.com/uploads/covers/120/1584132966_65.jpg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1089,Марина Клейн,Принц из Преисподней,"Возможно ли полюбить того, чьи благие намерения ведут прямиком в Преисподнюю?

Алиса работает в книжном магазине и живет заурядной жизнью, пока однажды не узнает, ...",https://rust.litnet.com/uploads/covers/120/1580747048_15.jpg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1090,Денис М,Послания сверху,"Странная история о том, как у друзей появились три щенка, которые впоследствии чудесным и необъяснимым образом спасут жизни своих хозяев. Мистическая история, кото...",https://rust.litnet.com/uploads/covers/120/1580550383_80.jpg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1091,Алекс Бэнг,Дети лечебницы Квин,"Меня зовут Ив. И я ненормальная. Вижу то, что не должна видеть. Именно поэтому родители поместили меня сюда. В это прекрасное место, в лечебницу имени Квин. Где десятк...",https://rust.litnet.com/uploads/covers/120/1615405417_10.png,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1092,Whisper of the Heart,Рождественская история или любовь с небес,"Каждый человек верит, что в Рождество сбываются его самые сокровенные тайны и желания, но только не Макс Лайтвуд, чья жизнь - это сплошные правила, отсутствие эмоций...",https://rust.litnet.com/uploads/covers/120/1579344687_32.jpeg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1093,Дина Макарова,Ведьма с темным прошлым,"Послесловие к ""40 дней и 5 ночей"". Небольшой рассказ на пару страниц....",https://rust.litnet.com/uploads/covers/120/1633857683_38.png,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1094,Кейт Уиллард,Мой личный демон. Месть падших,"Девушка, по имени Меган Росс, теряет родителей в юном возрасте, а после и своих друзей. Её жизнь подобна самым ужасным кошмарам, но, чтобы выжить, ей приходится их пре...",https://rust.litnet.com/uploads/covers/120/1599405920_80.jpg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1095,Жанна Ди,Подарочек,"Девушки очень ждут необычного подарка от своего мужчины. Не банальные цветы, а то, чем можно похвастаться перед другими.
Но... Иногда эти подарки могут обернуться че...",https://rust.litnet.com/uploads/covers/120/1572632789_36.jpg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1096,Валерий Проняев,Грань,"Бывает, что жизнь ставит нас на грань выбора. И он бывает непростым... ...",https://rust.litnet.com/uploads/covers/120/1572018203_48.jpg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1097,Лена Сорока,Когда твой ангел мёртв,"Жизнь ученицы старшего класса Матильды резко меняется после того, как она решает попасть на местную закрытую вечеринку. Наркотики, долги, убийство,  — слишком тяжё...",https://rust.litnet.com/uploads/covers/120/1571323911_31.jpg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1098,Safe Place,"Она написала убийство, они его переписали","Обычное первое сентября в обычной среднестатистической школе. Ничего не предвещало беды, но несчастный случай на линейке меняет все. Но несчастный ли он на самом д...",https://rust.litnet.com/uploads/covers/120/1570470337_81.jpg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1099,Валерий Проняев,Далёкие и близкие...,"Они далёкие во времени, но такие близкие по духу... ...",https://rust.litnet.com/uploads/covers/120/1569439310_27.jpg,https://litnet.com/ru/book/10-dnei-do-leta-b235452,"Молодежная проза, Молодежная мистика"
1100,Lia Satova,Мой красный чемодан,"Можно ли живому человеку проникнуть в тайны загробного мира? На спиритическом сеансе? Возможно. А если без магии, амулетов и совершенно незаметно для себя самого? В...",https://rust.litnet.com/uploads/covers/120/1540459979_85.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1101,Mrs Superbia,Реинкарнация,"Знаете, что я думаю? Ее Величество Жизнь, конечно, сука, но сука справедливая. А еще… Если нам суждено быть вместе, то это обязательно случится. Пусть даже в следующе...",https://rust.litnet.com/uploads/covers/120/1538401272_16.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1102,Татьяна Алферьева,Мои десять кошмаров,"Ответный снежок не заставил себя ждать. Вот только обычно я более меткая и удачливая. Кобейн успел увернуться, а под удар попал парень, идущий следом. Мне – крышка. Э...",https://rust.litnet.com/uploads/covers/120/1730480829_27.jpeg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1103,Алекс Бэнг,В ее руках небо,"При разделении мира, развернувшемся в битве между ангелами и демонами, последние были свергнуты в низы. Проход, соединяющий все три уровня между собой, был запечата...",https://rust.litnet.com/uploads/covers/120/1537790333_43.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1104,Яна Крим,Подселенная. Сильвия из клана Стерегущих,"Из-за каприза маленькой Сильвии на семейном пикнике у лесного озера, пользующегося весьма дурной славой, гибнет ее отец, и мать в сердцах проклинает дочь. На зов отк...",https://rust.litnet.com/uploads/covers/120/1544039347_24.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1105,Валерий Проняев,Диалог по душам,"Он, как обычный студент жил, не напрягаясь учебой. Хотел взять всё от жизни, потусить и получить удовольствие. Странный диалог с неизвестным дедом изменил его судьб...",https://rust.litnet.com/uploads/covers/120/1536750943_22.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1106,Юля Фаро,Волей Камня-Алатырь,Добрая сказка о первой любви....,https://rust.litnet.com/uploads/covers/120/1534794036_24.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1107,Валерий Проняев,"Реинкарнация, как элемент...",Наша жизнь полна мистических совпадений. Моя - не исключение......,https://rust.litnet.com/uploads/covers/120/1532286102_77.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1108,АМин ,Ведьма (?). Шелуха,Рассказ с неожиданной концовкой. Гули - это трупоеды. Они обитает в местах захоронений и питаются человеческими останками. Так они выживают в этом чужом для них мир...,https://rust.litnet.com/uploads/covers/120/1529121855_1.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1109,Жанна Мартынова,Последний Хранитель,Аннотация:    В одно не совсем прекрасное утро главная героиня узнает из телеграммы о смерти своего деда. Но легкомысленная студентка университета не торопится к ...,https://rust.litnet.com/uploads/covers/120/1528131121_89.png,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1110,Полина Дружинина,Нефилим,"Хэллоуин. Люди так любят его праздновать, переодеваются в различные костюмы... Тем самым навлекая на себя беду.
...",https://rust.litnet.com/uploads/covers/120/1522166741_60.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1111,Машенька Фролова,Месть Агонии,"Что такое вечная жизнь? Как она меняет разум? И что значит, для вечного существа смерть любимого? И имеет ли значение, то, что любимый был врагом?
История о том, как ум...",https://rust.litnet.com/uploads/covers/120/1522095960_58.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1112,Юнна Шарий,Незаконченная история,"В погоне за тем, кто однажды вызвался написать сказку, но бесследно исчез, я и сама не заметила, как попала в Вымышленный мир. Моим проводником стал профессор Школы Ч...",https://rust.litnet.com/uploads/covers/120/1521032517_74.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1113,Адамова Ольга,Оборотень,"Сказка ложь, да в ней намек! Добрым молодцам урок....",https://rust.litnet.com/common/img/empty_cover_litnet.png,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1114,Александра Никитина,Мой личный зверь,"К тебе явился древнегреческий бог и уверяет, что жаждет побыть смертным? Задумайся, прежде чем поверить ему. Харизматичный незнакомец постоянно возникает рядом, чт...",https://rust.litnet.com/uploads/covers/120/1523175719_53.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1115,Анастасия Холодова-Белая,Сожитель,"Вы задумывались о том, кто тихонько ходит ночью по квартире, скрипя паркетом? А кто качает ветки деревьев в безветренный день? А встречались ли вам люди, смотря на ко...",https://rust.litnet.com/uploads/covers/120/1534929415_100.png,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1116,Елена Чалова,Семнадцатое декабря,"Зона комфорта и френдзона - пугающие слова. Мы боимся нарушать границы этих зон. А, может, стоит рискнуть, если сама Вселенная подталкивает тебя? Подсказки даются вс...",https://rust.litnet.com/uploads/covers/120/1510349184_9.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1117,Елена Ветрова,Пик ангела,"Пророчество гласит - как только на руках охотника на нефилимов окажется первая жертва, настанет судный день. Демоны ринутся к Земле, преградив ангелам путь с Неба, с...",https://rust.litnet.com/uploads/covers/120/1508354804_68.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1118,Зоя Самарская,Дерево,"Герою предстоит сделать выбор между добром и злом, хотя и то и другое понятие оказываются относительными...",https://rust.litnet.com/uploads/covers/120/1509277501_78.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1119,Айгуль Иксанова,"Пансионат ""Графские развалины""","Марида, молодая девушка, читает объявление о наборе сотрудников в Пансионат «Графские развалины» - требуется молодой и энергичный персонал из разных стран, предла...",https://rust.litnet.com/uploads/covers/120/1508074889_86.jpg,https://litnet.com/ru/book/moi-krasnyi-chemodan-b98925,"Молодежная проза, Молодежная мистика"
1120,Меркулова Мила (Leeward Side),Игры с Npc,Свой реальный мир ты выбираешь сам....,https://rust.litnet.com/uploads/covers/120/1667388937_6.png,https://litnet.com/ru/book/igry-s-npc-b298450,"Молодежная проза, Молодежная мистика"
1121,Ольга Овчинникова (wolfness72),Выживи для начала.,"Бывший вояка Пашка и его подруга Ника попадают в мир, где меняются телами. Там их ждёт говорящий комар, булыжник-путешественник и извращенец, проводящий странные ри...",https://rust.litnet.com/uploads/covers/120/1608757598_93.jpg,https://litnet.com/ru/book/igry-s-npc-b298450,"Молодежная проза, Молодежная мистика"
1122,Береника Лито,Бесконечность дорожных лент,"Один неправильный поступок - и жизнь резко меняется. Как теперь исправить собственную ошибку и вернуть себе свою прежнюю жизнь?

ПОДПИСАТЬСЯ НА АВТОРА...",https://rust.litnet.com/uploads/covers/120/1607926759_15.jpg,https://litnet.com/ru/book/igry-s-npc-b298450,"Молодежная проза, Молодежная мистика"
1123,Ночная чтица,Тайны души. Прозрение.,"Настя даже и не мечтала, что когда-нибудь сможет попадать в другие миры, видеть магических существ и владеть магией. Но однажды за 30 дней до её 17-тилетия мистика вош...",https://rust.litnet.com/uploads/covers/120/1620663314_32.jpg,https://litnet.com/ru/book/igry-s-npc-b298450,"Молодежная проза, Молодежная мистика"
1124,Budini,Тупоухая эльфа.,"Иногда, жизнь преподносит нам сюрпризы.
 А иногда не понятно, чудо было или это просто игра воображения....",https://rust.litnet.com/uploads/covers/120/1606058772_21.png,https://litnet.com/ru/book/igry-s-npc-b298450,"Молодежная проза, Молодежная мистика"
1125,Тамара Гера,Был ли ангел?,"""Был ли ангел или производственная история"" - так точнее было бы назвать этот рассказ в рифме. 
Эта жизненная история в своё время вызвала немало споров и разговоров...",https://rust.litnet.com/uploads/covers/120/1605364670_15.jpg,https://litnet.com/ru/book/igry-s-npc-b298450,"Молодежная проза, Молодежная мистика"
